nameOfCamp,amountReached,goalOfCamp,category,dateCreated,peopleDonated,numberOfDays,locationCity,locationState,socialMediaShares,NumberOfFbComments,NumberOfUpdates
Schwegmans' Adoption Fund,"$2,525","$20,000",Family," August 17, 2016",13,1,CALDWELL,ID,187000,,3
Adoption of Micah Day Johnson,$350,"$5,000",Family," August 1, 2016",9,1,STONE MOUNTAIN,GA,191000,,6
Leary Family,$650,"$5,000",Family," September 22, 2016",6,3,TALLAHASSEE,FL,54000,,2
Desperate to start a family ,$395,"$20,000",Family," March 1, 2016",8,6,RIALTO,CA,223000,,11
Teddy's Fund,"$4,060","$5,000",Family," March 11, 2016",40,6,TEMPE,AZ,221000,1,2
Tribou Family Memorial Fund,"$16,445","$5,000",Family," April 5, 2016",131,5,SAINT PETERSBURG,FL,221000,2,1
Charlie's heart repair appointments,$375,"$2,000",Family," July 17, 2016",13,2,OROVILLE,CA,218000,,13
Legal Fund,"$2,000","$2,000",Family," July 9, 2016",20,2,BOCA RATON,FL,171000,,1
Uniting My Children,$335,"$6,000",Family," August 19, 2016",13,1,HOPKINS,MN,125000,,2
Bring Otto Home: Our Ugandan Son,"$6,390","$20,000",Family," May 24, 2015",86,16,FORT THOMAS,KY,162000,,
Help Keep us Together,"$1,730","$4,500",Family," July 7, 2016",22,2,BROOKLYN,NY,91000,,1
Philly Birth Project: M.A. Training,$300,"$2,000",Family," August 7, 2016",10,1,PHILADELPHIA,PA,201000,,7
Shantel's Children ,"$6,944","$10,000",Family," August 7, 2016",33,1,SELDEN,NY,153000,,3
ProjectHope:OneMomsBattle,$895,"$1,640",Family," September 24, 2016",5,1,NORTH ROYALTON,OH,4000,,2
Kristin & Rick's SLEEP fund,"$1,950","$2,500",Family," August 16, 2016",32,1,PORTLAND,OR,64000,,
IVF Fundraiser - For Future Parents,"$1,020","$15,000",Family," January 4, 2016",19,8,NORWOOD,MO,188000,1,4
Send the Lopers to Camp Attach,$765,"$11,000",Family," February 27, 2015",11,19,WEATHERFORD,OK,175000,,3
Get Annie to a better place,$425,"$2,000",Family," March 16, 2016",5,6,,,181000,,2
Struggling family,$500,"$5,000",Family," September 22, 2016",3,3,REDDING,CA,52000,,1
Help Disabled Veteran keep Home.,"$1,200","$50,000",Family," June 25, 2016",3,3,BENNINGTON,VT,160000,1,8
Help Me And My Daughter ,$200,$850,Family," September 16, 2016",8,9,AUGUSTA,GA,72000,,5
The Griffith's Guinea Adoption,"$9,298","$25,000",Family," August 15, 2016",21,1,DENVER,CO,108000,,
more kids=larger van!,$300,"$15,000",Family," September 3, 2016",4,22,EAU CLAIRE,WI,103000,,2
Help Crystal,$145,"$5,500",Family," September 13, 2016",5,12,WAYNE,NJ,39000,,
Hope is on the way!  ,$710,"$5,000",Family," April 17, 2016",12,5,GRANBURY,TX,99000,,
Julie's War Against Homelessness,"$1,395","$10,000",Family," May 9, 2016",20,4,WALLINGFORD,CT,88000,,
Charly's adoption,"$1,700","$25,000",Family," July 17, 2016",4,2,NORCO,CA,19000,,2
Father's Rights,$90,"$6,000",Family," September 24, 2016",3,1,AUSTIN,TX,7000,,
Forever Homes for 2 special girls ,$210,"$3,387",Family," July 7, 2016",6,2,SPRINGFIELD,MO,83000,,1
Relocate and Heal my Family,$80,"$30,000",Family," September 23, 2016",3,2,MONTROSE,MN,,,
Single mom and kids in need,$870,"$1,000",Family," August 2, 2016",13,1,GRANBURY,TX,50000,,
Feed the Kids-School Lunches Taken,$150,"$20,000",Family," September 20, 2016",6,5,JAMESTOWN,OH,44000,,2
Camp for Ian - Giving Back!,$285,$325,Family," August 7, 2016",12,1,COLLEGEVILLE,PA,43000,,5
TEESHY'S ONLINE BABYSHOWER!,$150,"$1,000",Family," August 8, 2016",4,1,SAVANNAH,GA,43000,,
In Dire Need Of Help,$100,"$4,000",Family," September 22, 2016",1,2,TOWANDA,PA,17000,,2
Homeless And Struggling Bad,$150,$475,Family," September 24, 2016",1,1,VANCOUVER,WA,8000,,
Bryant Baby ,"$2,575","$15,000",Family," January 28, 2015",15,20,INDIANAPOLIS,IN,30000,,3
Emergency help for family ,$40,"$35,000",Family," September 24, 2016",2,1,BLANCHARD,OK,103000,2,1
Allow my Kids to live with me again,$100,"$20,000",Family," September 23, 2016",1,1,BUFFALO,NY,6000,,
Fight For My Friends Daughter,$355,"$5,000",Family," August 12, 2016",3,1,HOBART,IN,29000,,
"""All in"" for N8","$3,685","$6,000",Family," August 15, 2016",29,1,MENOMONEE FALLS,WI,,,
Cabo Cash for Liuba Lurcook,$950,$500,Family," July 15, 2016",12,2,LEMON GROVE,CA,,,
Michael & Donna's 40th Anniversary ,"$1,955","$2,000",Family," January 11, 2016",24,8,,,22000,,6
Empower a Congolese Single Mom,$175,"$5,000",Family," March 26, 2016",3,6,KANSAS CITY,MO,16000,,3
Zach & Christie's Adoption Blessing,"$1,130","$1,000",Family," April 28, 2016",20,4,NORMAN,OK,16000,,
A Single-Mothers Maternity Leave,"$1,150","$3,500",Family," September 20, 2016",3,5,BALTIMORE,MD,9000,1,
Family Emergency,$65,"$5,000",Family," September 20, 2016",2,5,MURFREESBORO,TN,8000,,
HELP THESE KIDS COME HOME!!!!,$25,$500,Family," July 4, 2016",1,2,TUSCALOOSA,AL,149000,,3
Raise money for baby Axel,$75,$400,Family," September 10, 2016",2,14,BRYAN,TX,11000,,1
USMC  special Op family left Behind,"$15,767","$50,000",Medical," September 27, 2015",287,12,BOERNE,TX,12000,6,6
Send Brandon to MD Anderson (USD),"$116,906","$250,000",Medical," January 29, 2016","1,149",7,LEANDER,TX,4300,61,79
DARCY + Family need us,"$38,960","$45,000",Medical," August 20, 2016",318,1,UNION,ME,913000,3,2
Tori Is Rad and Needs Us,"$59,312","$75,000",Medical," August 7, 2016",937,1,Vancouver,BC,2700,4,4
EDS Siblings 3&5 need surgery in US,"$19,426","$170,000",Medical," May 25, 2015",198,16,Brantford,ON,1300,4,17
Bill could use our help,"$37,050","$39,000",Medical," July 31, 2016",334,1,WILMINGTON,NC,1400,6,1
Save Baby Leonardo,"$207,916","$400,000",Medical," September 4, 2014","2,730",25,Anthem,AZ,34000,27,11
Annette's Kicking Cancer Fund,"$8,345","$15,000",Medical," August 4, 2016",90,1,BEAVERTON,OR,2100,4,4
Help us Support Greg's Girls,"$11,580","$10,000",Medical," September 1, 2016",95,24,FLORISSANT,MO,401000,3,
Tess Could Use Some Help,"$57,193",$1,Medical," May 6, 2015",668,16,WILMINGTON,NC,3900,29,16
Help us care for Stefany and Twins  ,"$15,950","$20,000",Medical," February 11, 2014",324,31,HOLYOKE,MA,2000,8,9
,"$2,595","$20,000",Medical," May 11, 2016",54,4,NORMAN,OK,2000,6,2
Help us reunite with my dad.,"$1,800","$1,800",Medical," September 12, 2016",25,12,FORT LAUDERDALE,FL,126000,,
Operation for Marine Corps Veteran,"$1,550","$15,000",Medical," September 11, 2016",14,14,PORTSMOUTH,NH,58000,,6
"Help us 2 Help 250,000+ Australians",$320,$29.50,Medical," August 29, 2016",4,27,Scarborough,WA,129000,1,
Help Us Fight Toxic Mold,$130,$13.80,Medical," September 22, 2016",6,2,O FALLON,IL,62000,,1
Would you walk with us for KINDNESS,,,Medical," March 16, 2016",25,6,0,,35000,1,
Used Automobile to replace Stolen ,$20,"$1,500",Medical," September 23, 2016",1,2,CYPRESS,TX,17000,,
Pregnant and Battling Breast Cancer,"$32,019","$10,000",Medical," September 20, 2016",364,5,CHICAGO,IL,1500,5,2
Sue Simmers medical expenses ,"$12,466","$150,000",Medical," September 21, 2016",161,4,ROYAL OAK,MI,1500,1,5
Moms stabilization fund,"$20,751","$20,000",Medical," September 21, 2016",445,4,BOULDER,CO,1500,8,2
Team Crabtree,"$29,580","$20,000",Medical," September 21, 2016",219,3,SPRINGFIELD,MO,1500,,2
Critical Care for Katie,"$12,440","$22,000",Medical," September 22, 2016",177,2,SAINT GEORGE,UT,1400,,2
Shea's Trauma Fund,"$2,705","$3,000",Medical," September 24, 2016",65,1,ROSENBERG,TX,1400,2,1
The Roger's Support Fund,"$18,450","$25,000",Medical," September 21, 2016",214,4,WILLIS,TX,1400,1,9
The Nelson Family ,"$20,090","$15,000",Medical," September 16, 2016",271,9,HOOKSETT,NH,1600,9,4
Help Laura!!!,"$6,600","$150,000",Medical," September 21, 2016",188,4,RENTON,WA,1300,,
Stephanie Davis,"$4,148","$5,000",Medical," September 24, 2016",87,1,OWENSBORO,KY,1200,1,18
Help Laura!!!,"$6,600","$150,000",Medical," September 21, 2016",188,4,RENTON,WA,1300,,
Savannah's Bone Marrow Transplant,"$19,963",$19.50,Medical," April 26, 2016",308,5,JACKSONVILLE,FL,3300,6,14
Stand up for suffering Canadians,"$78,115","$75,000",Medical," June 21, 2016",636,3,Vancouver,BC,379000,1,4
Mistletoe Clinical Trial Phase 1 & 2!,"$335,052",$1.3M ,Medical," March 13, 2013",290,43,REISTERSTOWN,MD,2800,18,10
Damian Creed's Cancer Fight To Win,"$31,348","$50,000",Medical," July 15, 2015",385,14,NAPLES,FL,2500,3,7
The John Balio Memorial Fund,"$93,264","$100,000",Medical," April 22, 2016",589,5,FRANKFORT,NY,2500,8,
Ben Meszaros Recovery,"$30,987","$40,000",Medical," August 28, 2016",218,27,SALT LAKE CITY,UT,1000,,1
Keoki Saguibo,"$76,152","$75,000",Medical," September 7, 2016",857,17,HALEIWA,HI,3300,2,6
Joe Frank Medical & Recovery Fund,"$103,805","$100,000",Medical," January 11, 2016","1,053",8,LOS ANGELES,CA,5300,35,49
Twincesses VS AML,"$3,319","$10,000",Medical," January 9, 2016",66,8,TOLEDO,OH,1900,1,8
Tyler Green's Recovery Fund,"$7,575","$25,000",Medical," September 20, 2016",130,4,BELLEVILLE,IL,1000,1,
Kyla's Fight With Leukemia ,"$65,145","$100,000",Medical," January 6, 2016",421,8,RENO,NV,1600,6,4
Navarro Family Fundraiser,"$6,109","$7,500",Medical," August 20, 2016",112,1,HAWLEY,PA,1100,3,3
Adam Roth Cancer Treatment Fund,"$137,224","$50,000",Medical," November 1, 2015","1,445",10,BROOKLYN,NY,12000,19,7
Matt's Medical Fund ,"$194,613","$500,000",Medical," February 23, 2016","2,445",7,ISANTI,MN,5200,19,
,"$3,355","$10,000",Medical," July 28, 2016",113,1,Charlesbourg,QC,1100,,24
Ability/Service Dog for Emory,"$8,170",$18.50,Medical," September 1, 2016",147,23,SAINT LOUIS,MO,855000,,1
Get Sam Strong,"$29,330","$30,000",Medical," September 8, 2016",206,16,NORFOLK,VA,731000,2,4
Trey Finomore - Aplastic Anemia ,"$24,319","$20,000",Medical," September 12, 2016",166,13,COLORADO SPRINGS,CO,748000,,3
Aaron's Emergency Expense & Medical,"$12,879","$15,000",Medical," September 19, 2016",166,5,PALM BEACH GARDENS,FL,639000,1,1
Baby Leo Medical Fund,"$14,180","$25,000",Medical," September 21, 2016",153,4,Eagan,,546000,,1
In Need Of Help For Mary,"$6,153","$16,000",Medical," September 24, 2016",54,1,CREST HILL,IL,541000,,1
The Wooten Family,"$4,900","$5,000",Medical," September 22, 2016",70,2,CRYSTAL SPRINGS,MS,517000,,
Nelson y Tere nos necesitan!!,"$2,640","$5,000",Medical," September 23, 2016",49,2,MIAMI,FL,493000,3,
Help For 84yo Icecream Man MR Corona,"$2,996","$5,000",Medical," September 20, 2016",169,5,CHICAGO,IL,1200,1,
Linsey Wallace's Medical Fund,"$11,935","$15,000",Medical," September 18, 2016",114,6,PORT ORCHARD,WA,475000,,
Brano Babies Medical Fund ,"$5,330","$40,000",Medical," September 22, 2016",79,3,REDWOOD CITY,CA,467000,2,1
Rea's Recovery ,"$32,242","$100,000",Medical," September 7, 2016",516,18,FORT LAUDERDALE,FL,6700,28,16
Medical expenses for Cory Johnson  ,"$10,714","$50,000",Medical," September 20, 2016",297,5,FRANKFORT,KY,1600,,
Becky's Hope Fund,"$10,210","$15,000",Medical," September 21, 2016",100,3,LOVELAND,CO,463000,3,1
John Carr's Medical Expenses ,"$15,675","$100,000",Medical," September 24, 2016",112,1,MARCELLUS,NY,468000,1,
Team Jane,"$5,410","$10,000",Medical," September 22, 2016",62,2,GRAND FORKS,ND,460000,,
Help for Baby Michael,"$10,743","$60,000",Medical," September 21, 2016",106,4,SECAUCUS,NJ,435000,2,1
Jen's Cancer Fight Fund  ,"$8,150","$25,000",Medical," September 15, 2016",107,9,SAN ANTONIO,TX,1300,5,2
Antonio Esquivel' Funeral,"$12,650","$15,000",Medical," September 21, 2016",90,3,ELK GROVE,CA,428000,1,1
Julie Weeks' Fight Against Cancer,"$10,810","$10,000",Medical," September 22, 2016",89,2,NEW YORK,NY,412000,1,2
Help Christine Smile,"$2,775","$50,000",Medical," September 18, 2016",87,6,VALLEY STREAM,NY,657000,2,4
Pancoast Family Support Fund,"$4,083","$50,000",Medical," September 23, 2016",42,1,NEW MILFORD,CT,403000,,
Bring Maria Home. ,"$6,980","$25,000",Medical," September 22, 2016",99,3,ROSELLE,IL,391000,1,
Kaylee's Healthcare and Treatment,"$37,900","$25,000",Medical," January 17, 2016",413,8,EL CAJON,CA,1900,4,11
3yr old Nylahs Fight Against Cancer,"$4,280","$10,000",Medical," June 29, 2016",147,2,HOUSTON,TX,2000,,18
Shadab's Road to Recovery,"$14,269","$50,000",Medical," September 1, 2016",235,24,MOUNT SINAI,NY,3000,,4
Linsey Wallace's Medical Fund,"$11,935","$15,000",Medical," September 18, 2016",114,6,PORT ORCHARD,WA,475000,,
I am With Zoe ,"$60,560","$50,000",Medical," August 4, 2016",397,1,HOCKESSIN,DE,999000,2,7
Help 4 Shelbie & Jacksons treatment,"$5,380","$40,000",Medical," August 13, 2016",57,1,Sherlock,SA,789000,2,12
The Combs Family,"$74,200","$100,000",Medical," November 19, 2015","1,095",10,SAINT LOUIS,MO,3500,23,
Awstin's Fund: Living with Duchenne,,,Medical," January 25, 2016",437,8,RG14 2JW - Newbury,England.,2800,2,16
Benefit For Art Nardini,"$3,400","$10,000",Medical," August 15, 2016",67,1,PITTSBURGH,PA,660000,,5
Nick's Road to Recovery ,"$27,555","$50,000",Medical," July 8, 2016",244,2,WHITEHOUSE,OH,1200,1,3
Steve's Recovery,"$11,551","$25,000",Medical," September 20, 2016",175,5,ARLINGTON HEIGHTS,IL,441000,,1
Shiloh Sciacca's Journey,"$13,905","$20,000",Medical," September 17, 2016",85,7,BIRMINGHAM,AL,335000,,2
Eric Spinks Medical Fund,"$4,645","$20,000",Medical," September 21, 2016",77,3,EASTLAKE,OH,375000,,3
Helping Shari defeat Breast Cancer,"$2,900","$5,000",Medical," September 22, 2016",46,3,EAST WAREHAM,MA,626000,1,1
Patrick Gleason's Medical Care,"$12,410","$25,000",Medical," September 14, 2016",143,11,WINTER GARDEN,FL,973000,1,2
,"$1,905","$5,000",Medical," September 23, 2016",45,2,DENVER,CO,301000,1,
 Penny Russell  Breast Cancer Fund ,"$6,135","$7,500",Medical," September 22, 2016",68,3,NEW BOSTON,MI,299000,,2
Noah's Brain Surgery Fund,"$2,650","$10,000",Medical," September 23, 2016",56,2,HUMMELSTOWN,PA,289000,,1
Jahshua Cooks Surgery Fund,"$7,220","$40,000",Medical," September 17, 2016",82,7,KATY,TX,288000,1,
Buckley's Beacon of Hope,"$6,220","$75,000",Medical," September 21, 2016",63,3,SARASOTA,FL,278000,,
HOPE FOR KAT,"$3,147","$30,000",Medical," September 23, 2016",44,2,CHULA VISTA,CA,276000,,1
Milette's Medical Fun.. I mean Fund,"$3,995","$25,000",Medical," August 27, 2016",48,29,PARKER,CO,278000,,2
Michelle Swallow  Fund,"$3,635","$10,000",Medical," September 22, 2016",59,2,MANTENO,IL,267000,,
Brad Robison's Medical Fund ,"$4,396","$75,000",Medical," September 23, 2016",37,2,CASTLE ROCK,CO,433000,,1
George's M.S. Battle,"$11,930","$12,000",Medical," September 21, 2016",94,3,SAFETY HARBOR,FL,255000,2,3
Sgt Peck's Arm Transplant Fund,"$13,564","$125,000",Medical," January 15, 2016",266,8,FREDERICKSBURG,VA,4900,2,5
Jayshawns journey,"$1,740","$9,000",Medical," September 23, 2016",35,2,FEDERAL WAY,WA,520000,,1
Aaron Christian Recovery Fund ,"$5,976","$20,000",Medical," September 19, 2016",128,6,CHESAPEAKE,OH,2400,4,1
Ian Tweedy Medical Fund,"$11,220","$25,000",Medical," September 22, 2016",67,2,NEW YORK,NY,213000,,
Help Cathy get Treatment ,"$6,935","$10,000",Medical," September 16, 2016",100,9,NORTHFIELD,NJ,686000,2,3
Morgan's care ,"$7,825","$7,500",Medical," September 24, 2016",49,1,OLD LYME,CT,188000,1,1
Shelby's Neuroblastoma Cancer,"$82,315","$50,000",Medical," September 13, 2016","1,808",12,PLANO,TX,6800,12,
,"$10,375","$15,000",Medical," March 6, 2016",196,6,OMAHA,NE,3300,,1
"The Vincents, Ryans  Cancer Journey","$11,275","$50,000",Medical," January 2, 2016",118,8,MINERAL WELLS,WV,3300,4,12
ROCKSTARJolie vs.Leukemia FundDrive,"$21,620","$25,000",Medical," March 18, 2015",459,18,CARRBORO,NC,1600,13,10
Chris fights Chiari Malformation,"$7,467","$25,000",Medical," September 19, 2016",182,6,HOLBROOK,NY,874000,2,1
Tyler Green's Recovery Fund,"$7,575","$25,000",Medical," September 20, 2016",130,4,BELLEVILLE,IL,1000,1,
Team Ashley Kern,"$14,485","$70,000",Medical," May 2, 2016",180,4,BUFFALO,NY,1100,1,4
Dennis Maxey's Cancer Fund,"$2,845","$30,000",Medical," September 23, 2016",37,2,ANDERSON,IN,312000,,1
Healin' Skehan,"$35,656","$50,000",Medical," September 15, 2016",286,10,HOBOKEN,NJ,762000,1,
Markus Hegewald Cancer Fund,"$21,695","$20,000",Medical," February 6, 2016",203,7,LEHI,UT,899000,1,4
Steve-O's New Wheels,"$4,455","$8,000",Medical," August 29, 2016",41,27,GALVESTON,TX,151000,,6
Justin Williams' Medical Fund,"$1,910","$10,000",Medical," September 22, 2016",31,3,O FALLON,MO,478000,,
Rayvon and Brielle  Medical Expense,"$11,833","$15,000",Medical," September 14, 2016",271,10,NEWARK,NJ,2800,,3
Harish Jakinapalli Family support  ,"$121,276","$125,000",Medical," September 8, 2016","1,606",16,GREEN BAY,WI,2800,,3
New Wheelchair for Chris Veseth,"$27,800","$8,000",Medical," August 25, 2016",704,1,YORK,PA,5100,18,2
Loving the Alberts Family,"$48,238","$30,000",Medical," May 14, 2016",517,4,AKRON,IN,5700,9,12
Life for Princess Tianna!,"$9,100","$100,000",Medical," July 9, 2016",295,2,GRANVILLE,NY,12000,6,13
Tim Hoffman - AMR Paramedic,"$49,020","$100,000",Medical," August 9, 2016",439,1,ZEELAND,MI,4500,11,38
Saving Belle & Abby,"$190,260","$350,000",Medical," March 15, 2016","1,321",6,AUSTIN,TX,4500,10,13
Goode Strong - Beat ALS,"$29,565","$35,000",Medical," September 27, 2015",389,12,FAIRBURN,GA,2400,4,20
Cappelli Family Fund,"$1,270","$10,000",Medical," September 23, 2016",27,1,FORT WAYNE,IN,590000,,1
Sherels Strong,"$44,416",$58,Medical," September 11, 2016",447,13,MINNEAPOLIS,MN,2200,1,
Help Vinny Ventriglia  Fight Cancer,"$20,642","$50,000",Medical," September 12, 2016",343,13,HIGHLAND LAKES,NJ,1500,13,
Brayden's Brain Tumor Medical Fund,"$11,275","$15,000",Medical," September 15, 2016",164,10,WAUKESHA,WI,1100,2,5
 The Official Jermaine Brown Fund,"$8,333","$20,000",Medical," September 19, 2016",91,5,DECATUR,GA,1000,,10
Adrienne's Brain Surgery Fund,"$2,873","$4,000",Medical," September 22, 2016",46,3,LEWISTON,MN,194000,,2
Help for Jerry Heaton,"$2,225","$10,000",Medical," September 23, 2016",32,1,MACOMB,IL,242000,,
Please Help Alex's Family,"$66,941","$100,000",Medical," May 2, 2016",679,4,EAST AURORA,NY,2900,5,5
Savannah's bone marrow transplant ,"$15,160","$20,000",Medical," April 20, 2016",240,5,SAINT AUGUSTINE,FL,2900,,41
C.C.'s Medical Bills,"$7,471","$10,000",Medical," January 5, 2016",147,8,RALEIGH,NC,726000,5,5
Corey's Medical Funds ,"$5,350","$5,000",Medical," September 21, 2016",80,3,RUTLAND,VT,327000,4,4
James Morrison Fund,"$12,470","$10,000",Medical," September 20, 2016",110,4,ALEXANDRIA,VA,432000,5,1
Hoffert Family Fund,"$21,245","$15,000",Medical," September 18, 2016",309,7,MIDLOTHIAN,VA,1100,6,3
Josh's Rainbow Fund,"$2,895","$7,500",Medical," September 20, 2016",38,4,CORVALLIS,OR,205000,,2
Ayden Zeigler-Kohler  Fund,"$15,265","$20,000",Medical," August 19, 2016",207,1,YORK,PA,2400,2,13
Chris Hendrick Cancer Fund,"$15,275","$5,000",Medical," September 19, 2016",188,6,CARROLLTON,KY,1100,,
"Ayuda ""Alicia del Muro Esparza""","$1,480","$5,000",Medical," September 22, 2016",32,2,BUFFALO GROVE,IL,205000,1,
Prayers for Ella May ,"$2,235","$2,000",Medical," January 2, 2016",34,8,FRANKLIN,PA,4200,18,56
Jamaal's Road to Recovery,"$14,050","$25,000",Medical," March 13, 2016",214,6,LONG BEACH,CA,2300,9,6
David and Stevi Need Your Help...,"$6,475","$5,000",Medical," September 19, 2016",113,5,KALAMAZOO,MI,1100,1,8
Tonya Granville #TonyaStrong,"$6,665","$10,000",Medical," July 25, 2016",77,2,CINCINNATI,OH,1100,2,4
Mirindaliz 's  Road to Recovery,"$10,850","$100,000",Medical," February 1, 2016",221,7,GUAYNABO,PR,2600,1,12
Let's help Joel,"$4,730","$30,000",Medical," April 19, 2016",109,5,CHARLOTTE,NC,2700,,27
Officer Richard Hy's Suspension ,"$1,785",$800,Medical," February 22, 2016",75,7,BUFFALO,NY,3200,21,11
Healing Ava of Childhood Cancer,"$16,915","$20,000",Medical," October 27, 2015",238,11,ATLANTA,GA,2500,2,23
Pearl Washington Care,"$63,848","$93,000",Medical," January 20, 2016","1,143",8,NEW ROCHELLE,NY,3600,27,
,"$48,245","$200,000",Medical," March 9, 2016",782,6,MIAMI,FL,15000,24,12
Rosemarie's Medical Fund,"$3,208","$20,000",Medical," August 26, 2015",107,13,,,5400,1,2
Let's help Joel,"$4,730","$30,000",Medical," April 19, 2016",109,5,CHARLOTTE,NC,2700,,27
HELP Christine beat cancer again,"$4,927","$25,000",Medical," June 15, 2016",39,3,IRVINE,CA,3000,,
Katy Daniel ,"$35,625","$40,000",Medical," May 9, 2016",239,4,BRODNAX,VA,2600,9,24
Eric Erdman,"$57,372","$85,000",Medical," July 21, 2016",415,2,HUNTERSVILLE,NC,3400,,14
#GoTeamEvie,"$15,820","$25,000",Medical," March 30, 2016",203,5,WEST DES MOINES,IA,4400,2,16
Jessica Carpenter's Leukemia Fund,"$5,370","$10,000",Medical," September 21, 2016",59,3,ROANOKE,VA,869000,,2
Veteran and family fighting cancer!,"$52,700","$50,000",Medical," November 8, 2014",765,22,SURPRISE,AZ,2400,,17
Healing & Hope for Afshin ,"$4,315","$7,200",Medical," September 14, 2016",131,10,TARZANA,CA,1300,,2
Saving Sara,"$12,962","$5,000",Medical," November 22, 2015",244,10,GREEN BAY,WI,1800,6,11
Support for Tom and Colleen,"$1,610","$5,000",Medical," September 23, 2016",26,2,WINSTED,CT,410000,,
